Ser,Estar,rigth sentence,original verb
el modelo del concierto social es basado en la libre competencia de la iniciativa con y sin ánimo de lucro,el modelo del concierto social está basado en la libre competencia de la iniciativa con y sin ánimo de lucro,['Estar'],estar
"mensajes destacados ¿ aún no eres en la comunidad ? destacamos algunos de los mensajes que te has perdido : – en los últimos meses, las y los participantes comparten guías y anuncios de cursos y formaciones","mensajes destacados ¿aún no estás en la comunidad? destacamos algunos de los mensajes que te has perdido: – en los últimos meses, las y los participantes comparten guías y anuncios de cursos y formaciones",['Estar'],estar
org y que será abierta a propuestas hasta el 30 de junio,org y que estará abierta a propuestas hasta el 30 de junio,['Estar'],estar
el proyecto es financiado por la unión europea en el marco del programa horizonte 2020 y cuenta con la participación de trece entidades de cuatro países europeos,el proyecto está financiado por la unión europea en el marco del programa horizonte 2020 y cuenta con la participación de trece entidades de cuatro países europeos,[Both],estar
"el proyecto es basado en una investigación participativa con grupos de personas con discapacidad asociada a la percepción, la memoria, la cognición y la comunicación","el proyecto está basado en una investigación participativa con grupos de personas con discapacidad asociada a la percepción, la memoria, la cognición y la comunicación",['Estar'],estar
"con estos grupos, se es valorando el nivel de accesibilidad actual y se diseñará y valorará los prototipos de las aplicaciones tecnológicas desarrolladas por los socios técnicos","con estos grupos, se está valorando el nivel de accesibilidad actual y se diseñará y valorará los prototipos de las aplicaciones tecnológicas desarrolladas por los socios técnicos",['Estar'],estar
"el presidente de plena inclusión, santiago lópez, ha participado, junto a otros miembros de organizaciones pertenecientes al comité español de representantes de personas con discapacidad ( cermi ), en una reunión convocada por casa real, que ha sido presidida por los reyes de españa, don felipe y doña leticia","el presidente de plena inclusión, santiago lópez, ha participado, junto a otros miembros de organizaciones pertenecientes al comité español de representantes de personas con discapacidad (cermi), en una reunión convocada por casa real, que ha estado presidida por los reyes de españa, don felipe y doña leticia",[Both],estar
como en años anteriores plena inclusión españa ofrece becará a profesionales de entidades y federaciones de nuestro movimiento asociativo que sean interesados en matricularse en el máster en apoyos a personas con discapacidad intelectual o del desarrollo y sus familias ( procesos psicológicos y calidad de vida individual y familiar ),como en años anteriores plena inclusión españa ofrece becará a profesionales de entidades y federaciones de nuestro movimiento asociativo que estén interesados en matricularse en el máster en apoyos a personas con discapacidad intelectual o del desarrollo y sus familias (procesos psicológicos y calidad de vida individual y familiar),['Estar'],estar
"este título es organizado por la universidad autónoma de madrid y plena inclusión, y se trata del primer programa de formación de postgrado que expresamente se propone capacitar a profesionales para prestar apoyo directo a las personas con discapacidad intelectual o del desarrollo y sus familias a lo largo del ciclo vital, integrando las metodologías que aportan los modelos de calidad de vida personal y familiar y las estrategias de evaluación e intervención que se derivan de las investigaciones científicas neurocognitivas y psicosociales más actuales sobre el funcionamiento psicológico de las personas y los grupos","este título está organizado por la universidad autónoma de madrid y plena inclusión, y se trata del primer programa de formación de postgrado que expresamente se propone capacitar a profesionales para prestar apoyo directo a las personas con discapacidad intelectual o del desarrollo y sus familias a lo largo del ciclo vital, integrando las metodologías que aportan los modelos de calidad de vida personal y familiar y las estrategias de evaluación e intervención que se derivan de las investigaciones científicas neurocognitivas y psicosociales más actuales sobre el funcionamiento psicológico de las personas y los grupos",['Estar'],estar
"planeta fácil es elaborado por el área de accesibilidad y el departamento de comunicación de plena inclusión, e incluye en su equipo de redacción a antonio hinojosa, un profesional con discapacidad intelectual de plena inclusión, que además aportará una columna de opinión","planeta fácil está elaborado por el área de accesibilidad y el departamento de comunicación de plena inclusión, e incluye en su equipo de redacción a antonio hinojosa, un profesional con discapacidad intelectual de plena inclusión, que además aportará una columna de opinión",[Both],estar
"el pasado 30 de septiembre, plena inclusión españa reunió a una treintena de abuelos y abuelas de la región de murcia, extremadura, cataluña y madrid con el fin de visibilizar su papel en la familia y en ámbito asociativo, generar un espacio de intercambio y conocimiento de estos familiares y evidenciar las acciones de apoyo a familiares que se son efectuando en distintas comunidades autónomas","el pasado 30 de septiembre, plena inclusión españa reunió a una treintena de abuelos y abuelas de la región de murcia, extremadura, cataluña y madrid con el fin de visibilizar su papel en la familia y en ámbito asociativo, generar un espacio de intercambio y conocimiento de estos familiares y evidenciar las acciones de apoyo a familiares que se están efectuando en distintas comunidades autónomas",['Estar'],estar
"siendo “ detrás ” de nuestros hijos / as para lo que necesiten, en un segundo plano","estando “detrás” de nuestros hijos/as para lo que necesiten, en un segundo plano",['Estar'],estar
"a veces tenemos que tomar decisiones cuando ellos no son no se trata de quieras más a ese nieto, sino de que te necesitamás","a veces tenemos que tomar decisiones cuando ellos no están no se trata de quieras más a ese nieto, sino de que te necesitamás",['Estar'],estar
la clave es en dar a cada uno lo que necesita plantearon si los abuelos y abuelas con niestos con di participan más en asociaciones que otros abuelos / as,la clave está en dar a cada uno lo que necesita plantearon si los abuelos y abuelas con niestos con di participan más en asociaciones que otros abuelos/as,['Estar'],estar
los objetivos de desarrollo sostenible ( ods ) y la agenda 2030 también son sirviendo para dinamizar relaciones y acercar respecto a retos comunes en los que avanzar,los objetivos de desarrollo sostenible (ods) y la agenda 2030 también están sirviendo para dinamizar relaciones y acercar respecto a retos comunes en los que avanzar,['Estar'],estar
"plena inclusión, en colaboración con ust spain, organiza un ciclo formativo online sobre el fenómeno de la transformación digital, una revolución imparable en marcha que ya es condicionando todos los ámbitos de lo social : trabajo, vida cotidiana, comunicación, etc","plena inclusión, en colaboración con ust spain, organiza un ciclo formativo online sobre el fenómeno de la transformación digital, una revolución imparable en marcha que ya está condicionando todos los ámbitos de lo social: trabajo, vida cotidiana, comunicación, etc",['Estar'],estar
